text	rating	consumer_id	language	reply_message	consumer_countryCode	consumersReviewCountOnSameDomain	dates_publishedDate	consumer_numberOfReviews	reply_publishedDate	likes	consumer_isVerified	title
"Une banque ou joindre quelqu'un est plus facile que vaincre le covid ... ha non en fait non, même mort j'aurai plus de chances d'avoir une réponse... on ne fait que te dire ""on va faire un rappel"" ... mais jamais on ne revient ..."	1	61f2c291cd7b320012e5d06c	fr		BE	1	2022-01-27T16:25:09.000Z	1		1	False	Une banque ou joindre quelqu'un est…
Ik probeer al maanden om in te loggen. Er werd me een QR code gestuurd die niet werkt. Nu word ik opnieuw gevraagd dezelfde documenten in te vullen en per post te versturen!!!!!!!!	1	5d2c4385ee24f845667468ca	nl		BE	1	2022-01-26T06:53:20.000Z	7		2	False	Ik probeer al maanden om in te loggen
"La dernière version est en effet bien moins intéressante que la précédente et présente de GROSSES lacunes.
Je pense changer de fournisseur."	1	61f0350d54c40b001274d37b	fr		BE	1	2022-01-25T17:38:03.000Z	1		0	False	La dernière version est en effet bien…
"Bestaat er een klantendienst? In elk geval onbereikbaar, geen antwoord op mijn mails! 
Bellen is een RAMP, uren zit je te wachten met een enerverend toontje! Na  x 12 proberen ' s avonds om 20 gelukt, hoera!"	1	61eedf8d80da8700133cd50b	nl		BE	1	2022-01-24T17:20:13.000Z	9		1	False	Ramp!
"Banque qui n'en a que le nom.
Service client inexistant ou au mieux d'une incompétence crasse, frais d'ordres exhorbitants, interface de passage d'ordres nullissime, offre cartes de crédit qui confine au 'scam', à éviter absolument !
La note actuelle est même généreuse."	1	5dd1cdd5be8eaf5a534c1f7d	fr		BE	2	2022-01-13T06:29:51.000Z	19		2	False	Banque qui n'en a que le nom.
"En 2021, j'aurais donné 4 étoiles sans hésiter.
Pour ce qui est des dossiers titres, tout était très bien jusqu'ici.
Depuis la mise en service de leur nouvelle application, c'est maintenant  une veritable cata qu'ils appellent une ""amélioration"". 
Plus moyen d'imprimer correctement ce qui s'affiche à l'écran. Faut passer par export vers Excel (à maîtriser un peu) ou faire des printscreens.
Plus autres difficultés ou problèmes.
Si vous venez pour des dossiers titres, oubliez ! 
Aller chez leur concurrent (moins cher) où il y a aussi des problèmes d'impression mais c'est ""moins pire""."	1	61ded9c82b562f00121fb093	fr		BE	1	2022-01-12T13:39:08.000Z	1		0	False	En 2022
Hoe klantonvriendelijk kan een bank wel zijn. Telkens ik opbel krijg ik het volgen bandje te horen: De wachttijden zijn langer dan normaal, onze excuus  hiervoor. En die wachttijden kunnen makkelijk oplopen naar 30 minuten. Na 2 maanden is mijn rekening nog altijd niet helemaal OK.	1	61d704dfa3e7120012cbf848	nl		BE	1	2022-01-06T15:04:32.000Z	1		1	False	Hoe klantonvriendelijk kan een bank wel…
Reeds een maand rekening willen openen, nog steeds niks.....	1	5df4cc1c815b04624a7684e7	nl		BE	1	2022-01-04T16:35:03.000Z	3		1	False	Reeds een maand rekening willen openen
"j'ai acheté un fond très connu les 50 meilleurs entreprise mondiales les 50 titans keytrade a décidé de me le faire acheté sur la bourse de Londres du jour au lendemain un lundi matin je vois sur ma plateforme que les 50 titans ne valent plus que 0 USD tout perdu alors que sur Paris tout est ok d'après Keytrade la faute c'est un délestage et que il ne sont pas payé pour ce service ""j'aurais dûs le savoir""après 25 ans je change de plateforme.Bonne chance pour les autres"	1	5eba36dec66da312b782d6b5	fr		FR	1	2021-12-29T19:06:51.000Z	3		0	False	j'ai acheté un fond très connu les 50…
"Quand ecris cet avis, la note etait deja de 1.6 sur ce site.

Cette banque est oa banque de demain, aucune humanité, toute interaction importante ou non est algorithmique! 

Apres 5 appels, bonjour monsieur, vous envoyer ma nouvelle carte ou je ne vis plus... Oui nous savons mais notre donné qui vient du gouvernement est differente de ce que vous nous communiquer donc on peux pas.... Je peux rien faire... Ca fait maintenant 9 mois. Cette mascarade represente le miroir de notre société, si une info n est pas dans un tableau excel, c est forcément la mauvaise réponse. Oui l humain peux mal retranscrire mais dans une situation précise il peux faire quelque chose ui prend une seconde que le robot ne pourra jamais faire! Ca ne sera pas plus vert ailleurs mais je me donne deux ans pour sortir de cette banque.

Ce système me donne envie de vomir!"	1	5e0ba169b14ccf6533f8b95d	fr		BE	1	2021-12-24T10:36:03.000Z	2		1	False	Quand un algorithme est plus important que l humain
"Je suis client depuis de nombreuses années, je n'ai jamais eu de souci avec la banque. Que ce soit au niveau de la plateforme informatique ou au niveau du service téléphonique. Maintenant, j'ai peut-être de la chance. Par rapport à d'autres banque comme Fortis que je quitte ou Delta Lloyd, il n'y a pas photo.
À voir avec le temps, aucune solution n'est idéal. Mais celle-ci est de loin une des moins mauvaises du marché à mon avis."	5	594badf60000ff000aa6c1bb	fr		BE	1	2021-12-23T04:44:33.000Z	7		1	False	Je suis client depuis longtemps
En septembre, cette banque faisait une offre où ils offraient 50€ à l’ouverture d’un compte. J’ai rendu tous les documents pour ouvrir mon compte. Nous sommes en décembre et je n’ai toujours aucune carte ni aucun compte ouvert.	1	61bddc49fa8e3d0012a718b2	fr		BE	1	2021-12-18T13:04:38.000Z	1		1	False	« Ouverture » d’un compte …
dans l'ensemble et par rapport aux banques standards, keytrade est bien.  c est gratuit, la visa a de bonnes assurances tout en étant gratuite si 12 achats par an, quelques problèmes technique sur amazon mais sinon, on peut dire qu'ils sont mieux que fortis en tout cas et que ca ne coute rien.	4	601a8304e786eb0019202e08	fr		BE	1	2021-12-16T15:55:47.000Z	9		0	False	bon produit avec garantie et gratuit...
"La pire banque. Le tranfert interbancaire ne fonctionne pas avec eux. Service clients inexistant, 2 semaines pour avoir une réponse par e-mail. Presque impossible de les contacter par téléphone, et quand vous avez quelqu'un, ce sont des réponses creuses. A la limite un ""allez vous faire voir"" de leur part serait moins hypocrite.
Paiement Amazon par Visa systématiquement refusé, il faut réessayer plusieurs fois avant que ca fonctionne. Et maintenant, ce sont les paiements Paypal qui sont refusés.
Il ferait mieux de se recycler dans la culture de patates."	1	570932d40000ff000a15e7e3	fr		BE	2	2021-12-12T09:51:39.000Z	8		1	False	La pire des banques
"Ik heb proberen een rekening te openen voor mijn minderjarige zoon. Na 2 maanden krijg ik als reactie dat een document, dat ik dadelijk overmaak. Nogmaals 2 maand later krijg ik een weigering omdat ikzelf al klant zou.

Sinds augustus ben ik aan het wachten op een antwoord op mijn klacht.

Onbegrijpelijk hoe deze bank zo is kunnen afglijden."	1	61b3cb50b05cc70013a9de98	nl		BE	1	2021-12-10T21:49:15.000Z	1		2	False	Lezen de aanvragen niet en reageren niet op klachten
Service clientèle hyper lent peu réactif. Il vous envoie de bureau en bureau bref énormément de perte de temps. A fuir absolument	1	61b308cc9540160012101bd3	fr		BE	1	2021-12-10T07:59:19.000Z	1		1	False	Service clientèle hyper lent…
Je n'apprécie pas du tout la nouvelle présentation et souhaiterais retourner à l'ancienne mais c'est très difficile de contacter par téléphone alors comment faire?	1	61af37a94f73080012ecd8d2	fr		BE	1	2021-12-07T10:30:33.000Z	1		0	False	Je n'apprécie pas du tout la nouvelle…
"Website is wel ok, en bijna alles kan digitaal. 
Maar daar stopt het ook. Het duurt soms meer dan een week om antwoord te krijgen op een (dringende) mail en aan telefoon is de behulpzaamheid ook niet altijd wat het moet zijn. Als je al iemand te pakken krijgt, want soms heb je na een half uur wachtmuziek nog altijd niemand...
Het rekeningsaldo klopt in veel gevallen niet (zogezegd volgende geld op de rekening volgens de website/app maar toch niet kunnen betalen in de winkel) wat mij toch een basisfunctie van een bank lijkt: kunnen zeggen hoeveel geld je hebt.
Spijtig genoeg heb ik mijn pensioensparen daar dus kan moeilijk weg."	1	5f2d1425f71e43baf93a27d7	nl		BE	1	2021-12-06T14:39:16.000Z	8		1	False	Website is min of meer ok. Al de rest niet.
Trekt op niets, kan zelfs niet traden	1	602e3462d37e8b001a2a61bd	nl		BE	1	2021-12-02T19:24:34.000Z	2		2	False	Trekt op niets
"keytrade verandert zonder enig overleg hun ""look en feel"" ; niets terug te vinden, daardoor vrijdag blind aandelen verkocht, voortgaand op eigen historie.  Niets terug te vinden aan historie.  2 mails gestuurd, oa met vraag naar kosten om volledige portefeuille over te boeken naar andere bank.  Geen antwoord.  ondertussen via internet gezocht, zou rond de 42 eur zijn.  iemand ervaring met andere bank/broker die wel consistent is ?  denk nu aan mexem die uit de meeste vergelijkingen gunstig komt."	1	61a79a73e9b22a001276a373	nl		BE	1	2021-12-01T15:54:42.000Z	1		4	False	keytrade verandert zonder enig overleg…
Je suis client depuis que j'ai quitté la Delta Loyd qui me volait depuis des années avec des coûts prohibitifs quand vous êtes pauvre!  Ici c'est juste l'inverse ... mes cartes bancaires sont gratuites y compris visa.  Mieux encore depuis que je me suis inscrits j'ai du recevoir des centaines d'euros en cashback à coup de 5 cents!  C'est d'autant plus vrai que j'achète souvent de petits objets en ligne!  Merci à Keytrade pour m'avoir permis de quitter l'enfer de Delta Loyd avec des conditions avantageuses pour tous!	5	61a684d79de5530012baa3fd	fr		BE	1	2021-11-30T20:09:09.000Z	1		0	False	Je suis client depuis que j'ai quitté…Delta Loyd
Absoluut rommel. Geen antwoord op klachten, trading soms onmogelijk TE VERMIJDEN	1	61a4ed419004ca001215f1ff	nl		BE	1	2021-11-29T15:10:04.000Z	1		1	False	Absoluut rommel
Nieuwe layout doorgevoerd maar het  resultaat is een grote chaos. De koers van twee van mijn aandelen aandelen veranderden gedurende twee dagen eenvoudig niet en gaven dus een foutieve koers aan ondanks een sterke koersdaling. Gelukkig heb ik dit opgemerkt en zo een groot verlies vermeden. Ik heb dit gemeld aan Keytrade, (na een enorme lange wachttijd) en ze hebben de vorige layout terug geplaatst, een enorme opluchting. Voor mij is het duidelijk, als de nieuwe layout, een complete chaos, terug ingevoerd wordt verlaat ik onmiddellijk Keytrade!	1	61a29d46911b880012a350bd	nl		BE	1	2021-11-27T21:10:34.000Z	1		2	False	Nieuwe layout feedback
"""Wij zijn er klaar voor u ook "" niet dus het geheel trekt op niets vroeger was het duidelijk  nu is het chaos.
een order ingeven lukt maa how annuleren kan niet de knop ""annulatie "" komt en verdwijnt  kan dus na zeven pogingen 1 van de 2 orders annuleren . het 2 de order werd dus uitgevoerd omdat het niet kon geannuleerd worden. heel het systeem rammelt en staat niet op punt.
Het is een schande dat ze met een nieuwe versie op de markt durven komen die niet op punt staat."	1	61a1f6b1b9f9f50012b2ac66	nl		BE	1	2021-11-27T09:13:30.000Z	2		1	False	keytrade vernieuwd???
al meer dan een maand een rekening geopend op internet, nog altijd geen antwoord, probeer maar mailen of eens te bellen pfff uren wachten, begrijp niet dat ze de review niet zien, zou het beschamend vinden foei foei moetsen licentie afnemen	1	6138dd2b3e6e100012126450	nl		BE	1	2021-11-26T10:16:02.000Z	3		2	False	al meer dan een maand een rekening…
Ik heb op 24 september een aanvraag gedaan om een bankrekening te openen voor mijn zoon die op 29 september 12 jaar zou worden. We zijn vandaag 22 november (bijna 2 maanden later) en na 15 tal mails nog steeds geen stap verder bij een rekening. Heb zonet mijn laatste mail gestuurd. Als ik deze week geen bankrekening heb, mogen ze het in hun gat steken.	1	619b64e7cde05d0012b7777b	nl		BE	1	2021-11-22T09:37:50.000Z	2		2	False	Na 2 maanden nog steeds geen bankrekening...
Très content de cette banque que je préfère à Fortis	5	5d6442907949c78c4f98271f	fr		BE	1	2021-11-21T00:44:27.000Z	3		0	False	Très content de cette banque que je…
onmogelijk om nog maar een rekening te openen, zelfs met E-ID reader en alle stappen meermaals te volgen, geeft al geen goed gevoel voor de verder service...	1	603ea8c09ed5c90019163ca0	nl		BE	1	2021-11-20T21:05:52.000Z	1		2	False	onmogelijk om nog maar een rekening te…
"Je ne peux que confirmer. Le service par téléphone est désastreux. Il faut attendre minimum 30 minutes pour avoir un interlocuteur qui n'aide pas vraiment. Pour obtenir une réponse aux emails, là aussi il faut être (très) patient.
Lorsque tout est en ordre, disons quand même que le service bancaire proprement dit cela fonctionne plutôt bien. Carte VISA gratuite et rémunération (5 cents par transaction), c'est plutôt sympa."	3	60759eca78dca4001925caa0	fr		BE	1	2021-11-16T11:49:53.000Z	10		0	False	Je ne peux que confirmer
"Een grap van een bank, wegens goed hypotheek voorstel hier ingestapt. Doe dit niet! Na drie maanden heb ik nog steeds geen toegang tot mijn bankrekening waardoor de hypotheek betalen zeer moeilijk is natuurlijk. 

Klantendienst mag je overspoelen met mails, hulp komt er niet. Kortom, blijf hier weg van."	1	618bdd015cfb4f00124467c7	nl		FR	1	2021-11-10T14:54:19.000Z	2		2	False	Een grap van een bank
"Een nieuwe rekening openen blijkt heel moeilijk te gaan.
Alle documenten in orde. Na bijna 2 weken nog altijd niet in orde.
Verschillende telefoontjes...""geduld hebben"", is het enige wat ze van antwoord zijn."	1	612361b0adcfe0001295597c	nl		BE	1	2021-11-03T12:03:25.000Z	2		1	False	nieuwe rekening openen
"Ik ben al lang klant maar de service gedaald naar ongeveer 0,0.
Ik heb redelijk goeie zaken gedaan op de beurs via Keytrade als broker maar heb al eens 30000€ verlies geleden omdat ik onnodig eerst een vragenlijst voor complexe producten moest invullen voor de aankoop van gewoon een rechtaan rechtoe aandeel op de Nasdaq! Nu laatst weer een farce. Ik sta al sind februari op de uitkijk om er weer eentje te kopen op de Nasdaq en de timing was perfect...maar dat was buiten Keytrade gerekend want ze bleken dit niet aan te bieden !!!??? ondertussen is er 8% winst aan mn neus voorbij gegaan (in 3 dagen en dat is geen zever). Het is een aandeel dat tijdens de gewone handelsuren verhandeld wordt. Ik heb 3 dagen geleden een mail gestuurd met een vraag hierover maar nog altijd geen antwoord gekregen. Ik lees hier wel meer verhalen dat ze Keytrade redelijk de mist in gaat. 
...en valuta wisselen (dollar/euro) kost ook al een dag!!
Ze hebben al veel geld verdiend aan klanten zoals ik maar daar komt een einde aan. 
Mijn effecten zal ik voortaan via Bolero verhandelen en Keytrade bank kan de p*t op.
BLIJF VOOR EFFECTEN WEG VAN KEYTRADE BANK!"	1	50f1c60300006400012d2e6e	nl		BE	1	2021-10-29T13:39:41.000Z	54		2	False	Ik ben al lang klant maar de service…
"J'ai ouvert un compte en ligne à la mi-septembre (le 16/09/21).
L'ouverture traine, je téléphone donc 10 jours plus tard et on me répond que c'est normal qu'il y a du retard sur l'acceptation des demandes.
10 jours plus tard, n'ayant toujours pas de nouvelles, je les recontactes. Après 30 minutes d'attente, on me répond qu'il y a un problème avec ma carte d'identité et qu'il faut que je la renvoi. Ce que je fait immédiatement. Et je reçois un accusé m'indiquant que tout est bien en ordre et qu'ils vont pouvoir procéder à l'ouverture du compte.

Voila maintenant 15 jours que j'attends depuis ce dernier mail et toujours rien. J'ai tenté de leur téléphoner plusieurs fois mais jamais de réponse. Le plus longtemps que j'ai attendu au téléphone est 1h30 !!! Sans réponse. 

Bref à fuir.
Ils ne vendent que du vent.

Le seul point positif pour justifier les 1 étoile (on peut pas mettre 0). Est que leur musique d'attente est plutot sympas..."	1	596c740f0000ff000ab01be5	fr		BE	1	2021-10-28T11:59:24.000Z	10		1	False	Impossible de devenir client (et tant mieux au final)
"Geert Alderson van stock.transfers keytradebank en Test-Aankoop waren me zeer behulpzaam bij de moeizame overdracht van mijn port van Binck naar Keytrade.
Eigen ervaring: bij problemen met banken en effectenmakelaars (EN: 'broker') moet men niet bij de pakken blijven zitten, van zijn hart geen moordkuil maken. Over Binck leest men tegenwoordig erge  verhalen. Er moeten vandaag de dag velen met gezondheidsproblemen rondlopen wegens onzekerheid en/of ergernis. Volgens dokter Vogel is ergernis zelfs de voornaamste oorzaak van een gekende slepende ziekte.

Aanvulling.
Vele banken hebben het blijkbaar moeilijk om het hoofd boven water te houden. Ze leefden immers traditioneel van het verschil tussen debet- en creditrente (de rentemarge). De gevolgen zijn dan ook besparingen en ontslagen. Binck zal honderden zeer ervaren personeelsleden aan de deur zetten (zie outline. /WjpNuf). Veel klachten zijn m.i. het gevolg van onkunde en/of onwil (dat laatste bij banken in moeilijkheden).
Mijn raad: de zaak in het oog houden, stil zitten zo mogelijk en hopen op betere tijden (die lijken toch reeds aangebroken)."	5	616ff419a2c84800125360b0	nl		BE	1	2021-10-22T07:59:50.000Z	14		0	False	Zeer behulpzaam
Paiement refusé avec visa sur Amazon !	1	60efe86df597570011f8ccb0	fr		BE	1	2021-10-21T16:06:24.000Z	18		1	True	Paiement refusé avec visa sur Amazon !
"Deze internet bank omschrijf je het best als een 'low cost' bank. En zoals bij vele 'low cost' bedrijven is de service het pijnpunt. Als je éénmaal alle bancaire benodigdheden hebt, zoals gebruikersnaam en bankkaarten en geautoriseerd om in te loggen, enz ..., dan is deze bank zeker aan te raden. Maar ik geef toe: uw geduld word soms erg op proef gesteld. Als je alles op z'n beloop laat, kan het soms 1 maand of langer duren voor alles in orde is.

Voordelen :
- gratis bankrekeningen
- gratis debietkaart
- gratis kredietkaart (indien minimaal 12 verrichten per jaar)
- 5 eurocent bonus voor iedere verrichting.
- gebruiksvriendelijke interface.

Nadelen: 
- de service. Ik beaam de vele negatieve reviews op deze en andere review-websites.
- beursbeleggingen zijn niet de goedkoopste.
- de app voor je mobiele telefoon of je tablet mankeert enkele basis bankfuncties zoals download van verrichten en uittreksels.
- Geen (universele) ISTME inlog procedure.

Hopelijk heb je iets aan mijn review."	3	5f96d4b972471f001ae1ac2e	nl		BE	1	2021-10-17T12:25:49.000Z	6		2	False	Geduld loont
Service client exécrable, on se demande même à quoi il sert. Je demande un rdv, on me répond qu’un numéro belge est obligatoire. Donc si je comprends bien, je n’ai pas le droit d’avoir un numéro étranger, même si je souhaite investir en Belgique. Du jamais vu! Apparemment ils n’ont pas besoin de nouveaux clients.	1	5f5227e59754ed6b87311b5e	fr		FR	1	2021-10-15T18:35:43.000Z	7		1	False	Service client exécrable
Ik had na wat dingen in te vullen direct een rekening die ik direct kon gebruiken ook heb ik binnen de 2 weken mijn bankkaart en code gescheiden door een paar dagen ontvangen. Ook heb ik na 5 verrichtingen te doen (minimum van 1 euro) nog 50 euro welkomst geschenk op mijn rekening gehad dus voorlopig super positief..	5	60baa4d4f66049001b2d20c3	nl		BE	1	2021-10-12T05:36:46.000Z	12		0	False	Ik had na wat dingen in te vullen…
"Ik heb 5 weken geleden een aanvraag ingediend om een gemeenschappelijke rekening te openen. Na een week krijg ik de vraag om extra documenten te ondertekenen, daarna 4 weken geen nieuws. Helpdesk gebeld (15 minuten wachttijd), waar iemand mij zei dat ""ze er mee bezig zijn"". Kon geen termijn geven tegen wanneer het dan in orde zou zijn.

Ik ga deze namiddag gewoon naar een fysiek bankkantoor, waar ik na 30 minuten buitenwandel met een rekening.

Voor een internet-bank is goede en snelle hulpverlening onontbeerlijk, en dit is helaas zwaar ondermaats bij Keytrade."	1	61641491a117a700128cd8ac	nl		BE	1	2021-10-11T10:40:43.000Z	3		3	False	Nagenoeg onmogelijk om een rekening te openen
bad experience, I wanted to open an account for my mother with a promo code, but 1 month later the account is still not opened ! and promo code timing is now passed... their promos code is just like a scam and a deception to attract  new customers	1	61632420c32078001249318b	en		BE	1	2021-10-10T17:34:32.000Z	11		1	False	bad experience
Ik lees hier telkens dezelfde klachten. Ik probeer al een half jaar mijn oude rekening te openen. Telefoneren heeft geen zin want niemand neemt op. Nog nooit meegemaakt dat een bank zo amateuristisch tewerkgaat anno 2021. Absoluut geen aanrader om nieuwe klant te worden ...	1	5a3419890000ff000af1af9d	nl		BE	1	2021-10-08T08:17:02.000Z	9		2	False	Ik lees hier telkens dezelfde klachten
A fuir , le service clientèle est injoignable (j'ai essayé de les joindre à plusieurs reprises et pendant plus de 30 minutes à différents moments de la journée)	1	615d62537fe3620013ba52eb	fr		BE	1	2021-10-06T08:46:26.000Z	1		1	False	A fuir
Ça fait plus de 1 mois que j'ai fais une demande d'ouverture de compte à vue dans cette banque, tous les doc demandés ont été envoyés et je n'ai toujours pas eu de confirmation d'ouverture de compte, ni quoi que ce soit d'autre, ce n'est pas professionnel du tout.	1	59146d3c0000ff000a970d79	fr		BE	1	2021-10-04T12:49:04.000Z	3		0	False	Plus de 1 mois pour une ouverture de compte bancaire !
If you're looking to open a joint banking account, keytrade bank is not the place for you. My partner and I were hoping to open a joint account to manage our expenses while on vacation. Two months and a vacation later, our bank account still hasn't been opened. We have tried reaching out to Keytrade Bank several times but have received little to no information about the progress of our request.	1	6154466c51562200120c5f63	en		BE	1	2021-09-29T10:56:57.000Z	1		1	False	Very slow and bad customer service
Geld dat op een geblokkeerde rekening staat na een overlijden wordt niet vrijgegeven. We zijn ondertussen 6 maand verder. Een nieuwe rekening openen lukt ook niet, maar dat geeft niet, want ik moet ze niet meer hebben. Klantendienst reageert zeer traag en naast de kwestie. Zeer amateuristisch en gewoonweg diefstal. Waarom bestaat deze bank nog?	1	614ee3f41e26410012f9426e	nl		BE	1	2021-09-25T08:55:23.000Z	1		2	False	Slechtste bank aller tijden.
"The web site and banking application are easy to look at and work.  

Their Softkey ( fancy name for QR code authentication scanning ), mostly doesn't work except for making bank transfers.

Their investing and trading app looks excellent. Except it is impossible to place a trade. Why? Because placing any order requires the completion of KeyTrade's in house vetting programme, which consists of an examination on trading and investing. I've been trading with other brokers for more than ten years, and have made money. Yet I was unable to satisfy  Keytrade, and as such they would not ever let me buy one share in an ETF, or common stock! After trying on and off for more than three years, I have given up and shall carry on with one of their competitors. 

I was going to have my mortgage with them,but the web site and mobile don't work with much else, so I did not take the risk with a mortgage. There is no one to speak with: I cannot just pick up the telephone can call them.

Bureaucraticy: The banking procedures are cumbersome and insanely bureaucratic, and bar is set high for insane bureaucracy in Belgium.

Telephone Support: they have a phone number, but never answer it.  Waste of line rental, if you ask me.

Email support: Always a 24 hours delay.  

WhatsApp/SocialMedia: I will not use WhatsApp or Facebook so I shan't contact them through those mediums. 

There are much easier Belgian banks to deal with, and there are much easier investment fintech startups to deal with than KeyTrade.

I cannot recommend KeyTrade."	1	5a8c72ddf675864e5604de17	en		AU	1	2021-09-23T11:12:14.000Z	33		0	False	Keytrade Bank offers potential but is let down by bureaucracy, poor support, and barriers to entry
Keytrade à décidé d'augmenter la sécurité de la carte visa... Du jour au lendemain, ma carte est refusée sur la plupart des sociétés de vente en ligne, dont Amazon ! Je demande à ce que cela fonctionne comme avant, on m'envoie bouler. Aucune solution proposée et ils ne répondent pas à mes mails ou Messenger (juste pour dire... Tant pis pour vous). Bref si la visa est devenue inutile, la banque keytrade également. Direction une autre banque qui aura un minimum de respect pour ses vieux clients	1	59a44fd80000ff000ac12efe	fr		BE	1	2021-09-15T15:32:34.000Z	19		2	False	Keytrade n'en à rien à faire...
Zeer lang klant, maar nu komt er een vraag wie de begunstigde is en dan nog een kopie van de pas van de tweede begunstigde en sluiten ze inmiddels de zakelijke rekening ??? nog nooit meegemaakt	1	6135cec3b35f31001241c569	nl		NL	1	2021-09-06T08:18:29.000Z	3		2	False	Zeer lang klant
Deze bank sluit gewoon een zakelijke rekening / halen ze weg ? Terwijl alle gegevens zijn ingediend👎 Wegblijven	1	613348379ea44300126b6f31	nl		BE	1	2021-09-04T10:20:08.000Z	10		1	False	Deze bank sluit gewoon een zakelijke…
"I have mixed feelings about Keytrade Bank Luxembourg, and it's mainly about customer service. I have opened an account with them in June (2021) or somewhere in that time of year. I'm doing this as a non-EU resident and a lot was asked from me to be sent to them physically (which is fine by me as I respect their KYC procedures). I asked them if they could first check the scanned versions of those documents before I send anything by post. They said OK - appreciated! My account was opened like a week after them receiving everything - not lightning fast but acceptable. Then, there was a problem for them to send me my bank details (access code + other stuff) by post. After waiting for almost a month, if not more, I assumed that my bank details were lost (which is also understandable because international postal services could be wacky sometimes). I then called them. The representative offered to send another copy by FedEx, I said OK thank you. The second delivery arrived without any problem. At that point, I had a very good impression about the bank: responsible, helpful customer services, etc., but then, the glitch started. In early August, I found an unrecognized charge to my current account of 137 euros plus some change. I contacted customer service and they said that was the delivery cost. Wait!? Neither was the existence nor the (actual or estimated) amount was mentioned during my call to the customer service. Neither was I offered a choice to use regular mail again nor was this explicitly mentioned in their price list. (OK there is a footnote in their pricing list on postal charges for sending Hardkey outside the EEA but that was only for the Hardkeys as how I perceived it. And such a charge could be avoided by not asking for a Hardkey and stick to the Softkey.)

I then contacted customer support and ask for a refund of such a hidden charge, as this is clearly, and by definition, a hidden charge. As how I see it, my email was pretty polite and as soft as possible - I do not want to offend anyone. However, the reply was a joke - pretty much like a kid defending him/herself knowing (and admitting) that he/she did something wrong. They admitted that they should inform me but refuse to refund anything. In addition, three hilarious points were raised by the representative:
1. I should have expected them to send my bank details to me by FedEx at the time of account opening 
	Exactly, how???
2. Their main target market is the European market but not the Asian market
	So I'm not welcomed???
3. At the time I stored my money in my savings account and ""this is not the purpose of the service our bank offers"" 
	So you are trying to push me into something??? In fact I was trying to subscribe to their ""KeyPrivte"" portfolio at the time and certainly when you log in and see an unrecognized charge, you hold on first. Then, the second move you take is to transfer the money from the current account to the savings account to protect any further charge in this line. (I literally thought my account was somehow compromised at that time.)

If a bank could hidden-charge you for one thing, it could hidden-charge you for everything. I hate this hidden charge thing, especially when it comes to a bank. Price/commission being high/low, not a problem as long as everything is made clear so clients could make informed decisions. For a single wrongdoing, a bank could lose the clients' trust very easily. Banking is all about trust.

Here comes a small positive experience from a different issue. I was trying to transfer my money from my account to an external account of mine. I found that I couldn't do so as their online banking system refused to continue saying they do not hold sufficient info about me. I was pretty scared at that time and I called customer service. They promised to check it with their compliance team and contact me. After like half an hour, they emailed me saying that my account was unlocked - on this particular point, the customer service was efficient and helpful. (You could also argue that this is something of their job anyway, true.)

My feeling is that the bank is largely legit, but some of the customer service representatives could be very unprofessional and rude. And they (the management team) do not necessarily care about the customer experiences that much.

All in all, I would advise people to think twice before engaging with Keytrade Luxembourg, as there might be little glitches here and there."	2	613230de5e1b350012b8b9e6	en		US	1	2021-09-03T14:28:10.000Z	1		1	False	Keytrade Bank Luxembourg
Op 28 Juni gevraagd om mijn bestaande rekening terug open te zetten, vandaag 30 Augustus nog steeds niets gebeurt, al 10 x Helpdesk gebeld 13 documenten doorgestuurd en nog steeds niks. Wel ze mogen de rekening steken waar de zon nooit schijnt, wat een kl...bank is dit geworden, blijf er gewoon weg. Ik zoek wel een andere oplossing	1	54042958000064000187d47f	nl		NL	1	2021-08-30T16:59:07.000Z	1		1	False	Als je eens graag met je voeten wil laten spelen.....
Tried to open an account, after one month I managed to do so. To activate the account, however, I had to use the smartphone. The app was showing the message “unknown error”. I asked for help and I didn’t get any. Closed the account immediately.	1	60a242855e5843001ac96c81	en		LU	1	2021-08-30T06:36:37.000Z	5		1	False	Keytrade Luxembourg: a waste of time
Ne mérite même pas une étoile, contact zéro, désagréable, sans compter que l argent pour les domiciliations doit être sur le compte 24h voir 48h avant sinon la domiciliation ne part pas et lorsqu'elle ne part pas rien ne nous averti, virement impossible après un certain montant sur appli obligation de se connecter via le site internet, sans compter que pour se connecter via le site il faut scanner un code QR qu on doit prendre en photo et qu on doit scanner avec le même téléphone, donc obligation d avoir toujours une personne tierce pour ouvrir le compte ainsi que de payer via site. Une vrai m..... Et pour couronner le tout, on ne peut verser du liquide sur le compte uniquement un retrait. Un Zéro pointer.	1	6123cab97b6c300012e9331b	fr		BE	1	2021-08-23T16:27:30.000Z	1		1	False	Ne mérite même pas une étoile
Personnel peu aimable, impossible de payer en ligne via leur application et le personnel vous prend de haut! Je ne recommande surtout pas !	1	6123c32d2eccde0012f036a7	fr		BE	1	2021-08-23T15:48:16.000Z	2		0	False	Personnel peu aimable
