text	rating	language	title
"Banque Sérieuse et méfiante mais positif pour une banque et la sécurité de notre argent, je pense !?
Ne rembourse rien si vous avez fait confiance à un trader pas très sérieux et a piqué vos deniers. 
Tant pis pour votre pomme!Fallait bien vous renseigner avant de trader avec le premier venu!"	4	fr	Banque Sérieuse et méfiante mais…
"Honteux, après 4 appels téléphoniques, plus de 3/4 d'heure à entendre :"" tous nos collaborateurs sont occupés, veuillez rester en ligne...""
Et toujours Personne à qui parler.
De plus faire de la publicité totalement mensongère...
50€ versés sur le compte après Ouverture de celui-ci ...
Mensonge.
Je l'ai ouvert suite à la publicité que Guillaume De Rykiel a faite sur son site et notant le code à introduire...
Tout a été fait dans les règles et 2 mois plus tard...
Rien.
Mail envoyé mais réponse évasive.
A proscrire..."	1	fr	Honteux
"Portefeuille volé le 19/8. Logiquement blocage toutes cartes bancaires immédiat (chaque banque en est informé au plus tard le lendemain). 
4 emails au service clientèle avec à chaque fois une réponse nulle qui ne répond jamais quant à l'envoi d'une nouvelle banque BC. En un mot, strictement aucune assistance ! Comme indiqué par plusieurs personnes ci-dessous, service clientèle non seulement totalement inefficace mais de plus sans donner un embryon de réponse au problème pourtant clairement explicité.   Nous allons très certainement changer notre compte courant vers une autre banque.   A noter que les 3 autres banques près desquelles je suis client m'ont toutes contactées d'elles même et envoyé en moins de 5 jours ouvrables les nouvelles cartes bancaires !!! 
Keytrade banque de seconde zone. A éviter"	1	fr	Portefeuille volé le 19/8
Service client inexistant. Toutes sont des promesses quand vous ouvrez votre compte, mais là le service de la banque termine. Réponses tardives et authoritaires du service client. Impossible de clôturer un compte. J'ai subi presque 3,000 euros de pertes entre le 10 decembre que j'ai notifié de mon intention de cloturer mon compte et le 15 janvier quand cela est devenu effectif. Evitez cette banque. la seule réponse que vous recevrez est “gaslighting” à l’extrême. 	1	fr	Service client inexistant
Sinds midden juni een rekening proberen openen, we zijn nu eind augustus en ik heb nog steeds geen nieuws of rekening. Blijkbaar hebben ze klanten genoeg. Berichten naar de helpdesk geven als antwoord: gelieve nog even geduld te hebben of we kijken het na. Nog nooit meegemaakt… 	1	nl	Rekening openen is blijkbaar onmogelijk
L’application de la banque ainsi que la gestion des comptes et de la carte est bien. Mais c’est le seul point positif. Service client Inexistant ! J’attend une réponse depuis plus de 2 mois ! Impossible de clôturer votre compte chez eux. Ils demandent de renvoyer un document propre à eux et quand vous le faites aucune réponse… bien vite que cette banque ferme !	1	fr	L’application de la banque ainsi que la…
"Ik heb nu al drie weken geleden gevraagd om mijn beursrekening op te zeggen volgens hun voorwaarden. Ze doen niks en reageren niet. Geen telefgoontje, geen mail... Niks. Wellicht ga ik binnenkort volledig weg bij hen. Slechte bank.
"	1	nl	Geen reactie
Ben al jaren klant en ik had vroeger totaal geen! klachten,maar! sinds men het programma heeft veranderd voor trading en andere is alles zwaar achteruit gegaan op alles! werking,snelheid antwoorden,service etc etc . Mijn persoonlijke banking reeds lang geleden verhuist en nu nog alleen met trading. Het enige dat mij nog tegenhoud zijn de schandalige kosten om je aandelen te verhuizen. Maar als dit nog lang gaat duren verhuis ik heel de boel! 	2	nl	Ben al jaren klant en ik had vroeger…
j'apprécie le fait que le compte soit gratuit par contre quel lenteur pour les virements interbancaires	4	fr	bien pour les comptes titres
"L'appli fonctionne tout à fait correctement, le compte est gratuit, la carte Visa aussi, les opérations rapportent même 5 cents (une banque qui vous paie, c'est inédit) et le taux d'épargne, même s'il n'est pas extraordinaire, se situe parmi les plus élevés de Belgique. Les contacts téléphoniques sont parfois rapides, mais certains jours j'ai fini par raccrocher, dépité, après 25 minutes d'attente. Probablement un manque de personnel, comme dans toutes les banques; ce n'est pas mieux ailleurs.

Les simulations pour les crédits hypothécaires sont également très faciles.

Par contre, je regrette terriblement de ne plus pouvoir faire de paiements d'ami à ami par QR code (j'utilisais cette fonction 5 à 10x par semaine avec mon autre banque) de même que je suis extrêmement frustré de ne plus pouvoir payer avec mon gsm ou avec ma montre. Ces manquements peuvent paraître futiles par rapport aux louanges du début de message mais je suis tellement limité dans mon utilisation quotidienne que je réfléchis à rechanger de banque... avec regret.
Peut-être que si nous sommes plusieurs à relayer le même message KT pourrait revoir sa politique? Je croise les doigts."	4	fr	Du bon et du moins bon
Kan geen aankopen meer doen van aandelen met iPad. Probleem sleept al twee maanden aan. Net een gemiste oproep gehad van Keytrade. Tot 2 x toe bel ik terug met de vraag mij door te verbinden met persoon met wie ik converseer per mail. Ik wordt echter niet doorverbonden, ik moet maar een mail schrijven. Je komt dan op de rol en kan telkens een week wachten op antwoord. Service en toegankelijkheid zijn dramatisch. Wist niet dat dit nog bestond.	1	nl	Kan geen aankopen meer doen van aandelen
Aucune suite donnée après une inscription en ligne… Support complètement absent après plusieurs rappels malgré l’envoi de données personnelles 	1	fr	Aucune suite donnée après une…
"Le point noir est l’absence de véritable service clientèle. 
Tentez l’expérience. 
Voyez après combien de jours vous avez une réponse à un email et combien de temps vous devez attendre à leur centre d’appels …"	1	fr	Support ? Quel support ?
"Dommage qu'on ne puisse pas attribuer une note de 0/5.
Service client inexistant. Service compliance débordé ce qui fait craindre qu'un contrôle de la BNB vienne bloquer tous les comptes. Un transfert de titres belgo-belge a duré plus de 4 mois. Personne ne répond à vos emails, personne ne traite votre dossier. J'ai fini pas renoncer et j'ai transféré vers une autre banque. Je ne comprends pas comment cette banque n'a pas encore fait faillite ou été condamnée par les autorités de contrôle. Je ne serais vraiment pas à mon aise si j'avais de l'argent dans cette banque..."	1	fr	Service client inexistant + Compliance lacunaire = Gros risque pour le client
"Je doet een aanvraag en hoort er niets meer van. Je vraagt dan feedback en krijgt GEEN feedback. Je belt dan en dan zijn ze nog eens ARROGANT. Niet aansluiten bij Keytradebank. 

Steeds arrogante firma"	1	nl	Je doet een aanvraag en hoort er niets…
"Gratis en eenvoudig 
Geen probleem"	5	nl	Gratis en eenvoudig 
Inscription réalisée sur le site de Keytrade il y a plus de deux semaines, avec envoi par email de la copie de carte identité à opening at keytradebank.com en précisant bien le n° du keypack. Malgré un rappel, toujours pas de réponse hormis un accusé de réception automatique de leur part. A la lecture des avis sur Trustpilot, je pense que ça vaut mieux.	1	fr	Inscription en ligne sans suite
Banque parfaite.vous êtes payé à faire des virements. Interface simple. S’il y a un souci, réponse rapide. Personnellement, ça fait 2 ou 3 ans que je l’ai et j’en suis super contente.	5	fr	Banque parfaite. Super contente 
très simple pour ouvrir un compte et service client assez patient.	4	fr	simplicité
De medewerkers liegen. Geen 50 euro gekregen omdat ik blijkbaar de promocode niet ingaf. Dus heb er meer dan 6 keer voor moeten bellen en telkens zeiden ze dat het in orde ging komen. Inmiddels langer dan een maand later en nog niets gekregen. Ik heb tijd  en geld verspilt met telkens te moeten bellen. toen ik de voorlaatste keer belde zeiden ze tegen mij dat ze de 50 euro zouden storten. Dit gebeurde niet dus heb ik weer een week later gebeld en zeiden ze me dat ze het niet gingen storten omdat ik de code ben vergeten in te geven. Ze hebben me zo vaak gezegd dat de storting ging gebeuren en dan pas na de 7de keer gebeld te hebben zeiden ze dat ze de storting niet zouden doen. Ze zijn niet te vertrouwen. 	1	nl	De medewerkers liegen
"My experience is based on nearly 10 contacts over a long period--
1) it takes forever to get anybody to pick up the phone- several times after 10 minutes, you just give up and hang up- this happens all the time
2) today, called for a possible false Keytrade communication received.Ended up being screamed at because  after having identified  myself name,birthdate,birthplace, address  and giving 3 of my portefolio stocks I was asked for my last transaction done which I could not recall!
3) Keytrade app is very non- intuitive and difficult to use- even after years of use , not easy.Compared to Charles Schwab which I also have it's night vs day

NET NET--Awful customer approach and always slow , ineffective  and NOT pleasant."	1	en	Who's in of such a poor customer service
Ik heb af en toe problemen met bankieren en dan zijn ze wel goed bereikbaar via telefoon. De wachttijd is altijd heel erg lang (soms meer dan een uur) maar ze helpen je wel vlot verder. Ook altijd heel vriendelijk. Mailen is afgeraden voor dringende zaken, ze mailen niet snel terug.	5	nl	Vriendelijke service met lange wachttijden
A Kafkaesque experience. Endless loops, nonintuitive, arrogant customer service. I'm out.	1	en	Not recommended
"Je suis dans cette banque depuis des années maintenant.
Je n'ai rien à redire. C'était déjà très bien et cela s'améliore encore. "	5	fr	Toujours mieux 
"Comme l'indique une autre personne, mails hyper harcèlants et intrusifs pour fournir des données personnelles socio-économiques et financières. On vous demande pourquoi vous faites tel virement, de justifier l'origine de fonds qui proviennent d'une autre banque belge, qui a donc déjà effectué le contrôle.
Et comme a un moment j'ai décidé de ne plus leur répondre car c'est une intrusion grave dans ma vie privée, ils m'ont donné 2 mois pour transférer mon argent vers une autre banque et ils vont clôturer la relation.
Sous prétexte de la législation KYC (know your customer), ils veulent savoir ce que je fais avec MON ARGENT.
Et quand on demande de parler avec un employé de ce département, on vous dit qu'ils ne peuvent pas vous parler pour des raisons de sécurité, n'importe quoi! Que pourrais-je faire à quelqu'un qui ne me communique pas son nom?
C'est une véritable arnaque, comme cela ils ne sont pas obligés de payer la prime de fidélité sur l'épargne puisqu'ils ne me permettent pas de laisser mon argent 1 an. Ce sont des voleurs.
Fuyez cette banque!"	1	fr	Banque arnaqueuse et intrusive
Ik belde het nummer +32 8 679 90 00 en kreeg een man aan de lijn die absoluut niet wilde luisteren naar wat ik te zeggen had, hij herhaalde maar dat niet naar hem luisterde en dat ik een inlogcode nodig had en als ik zeg die heb ik zegt hij meneer als u mij onderbreekt leg ik af. en dat heeft hij dan ook gedaan nadat ik nogmaals aangaf de inlog code te hebben..	1	nl	Heel slecht telefonisch ontvangen, niet geholpen
- aucun gestionnaire personnel ne nous est attribué, donc très difficile de régler des problèmes quels qu'ils soient. - Questions indiscrètes quant aux transactions quels qu'ils soient. - Blocage du compte durant 1 semaine et demi sans raison valable ni explication. Déplorable quand on a que ce compte pour toute ressource.  - Non exécution de virement durant plus de 10 jours alors que déjà débité de mon compte... - Refus de l'octroi d'une carte de crédit, alors que cette dernière a toujours été remboursée à heure et à temps depuis plus de 10 ans. Pourquoi ?? A savoir que cette carte était devenue défectueuse (la puce), raison pour laquelle elle a été redemandée. Déplorable !- Aucun contact possible avec votre service Know your Customer KYC, qui bloque les comptes. - Keytrade n'adhère pas à la mobilité interbancaire comme toute autre banque Belge. Lamentable - Étant mandataire sur un compte Keytrade de mon compagnon, il est parti pour les mêmes raisons.   - la grossièreté de vos employés. - le délai pour transférer mon compte professionnel est trop long (plus de 2 semaines). pourquoi ? 	1	fr	- aucun gestionnaire personnel ne nous est attribué, donc très difficile de régler des problèmes quels qu'ils soient. - Questions indiscrètes quant aux transactions quels qu'ils soient. - Blocage du c
